url,category_code,category_description,date_added,source,notes
www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,www.surveymonkey.com,COMM,E-commerce,2023-11-03,communuty member,survey site blocked by Amazon CloudFront
editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,editor.wix.com,HOST,Hosting and Blogging Platforms,2023-10-17,communuty member,web-site builder
https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,https://wix.com,HOST,Hosting and Blogging Platforms,2023-10-17,communuty member,web-site builder
https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,https://pnpm.io,MISC,Miscellaneous content,2022-11-29,communuty member,package manager blocked by CloudFlare
https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,https://wise.com,MISC,Miscellaneous content,2022-11-26,communuty member,payment platform blocked by CloudFlare
https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,https://registry.terraform.io,MISC,Miscellaneous content,2022-11-25,communuty member,developers site blocked by US trade controls
https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,https://opensea.io,MISC,Miscellaneous content,2022-11-25,communuty member,NFT trading platform blocked by CloudFlare
https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,https://newbelarus.com,POLR,Political Criticism,2023-02-21,community member,alternative governance
https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,https://greenbelarus.info,ENV,Environment,2022-11-11,community member,ecological portal
https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,https://www.pravda.com.ua,NEWS,News Media,2022-07-14,community member,Ukraine online media blocked in Belarus
https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,https://politzek.me,COMT,Communication Tools,2022-06-22,community member,information about political prisoners
